tid,cid,column,value,label
5661,16,Description,A baseball player whose professional career was cut short due to his personal problems is suddenly awakened and invigorated by a young-man with Down syndrome who works at the local grocery store.,-1
5662,8,Language,lihsgEn,1
5663,4,Director,"Russ Meyer,Albert Zugsmith",-1
5664,3,Release Date,25 June 1980 (USA)y,1
5665,10,Duration,111 min,-1
5666,15,Filming Locations,,1
5667,5,Creator,Adam Rifkin,-1
5668,6,Actors,"Bill Murray,Jessica Lange,Sharon StoneY",1
5669,2,Year,2007,-1
5670,9,Country,,1
5671,1,Name,The Life Aquatic with Steve Zissou,-1
5672,0,Id,tt0128445w,1
5673,9,Country,USA,-1
5674,9,Country,USA,1
5675,5,Creator,"Jameson Brewer,John C. Rose",-1
5676,15,Filming Locations,,1
5677,12,RatingCount,"1,591",-1
5678,14,Genre,,1
5679,9,Country,"USA,UK",-1
5680,11,RatingValue,,1
5681,15,Filming Locations,"Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA",-1
5682,7,Cast,"Hayley Mills,Jane Wyman,Richard Egan,Karl Malden,Nancy Olson,Adolphe Menjou,Donald Crisp,Agnes Moorehead,Kevin Corcoran,James Drury,Reta Shaw,Leora Dana,Edward Platt,Anne Seymour,Mary Grace CanfieldC",1
5683,15,Filming Locations,"Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada",-1
5684,12,RatingCount,739n,1
5685,14,Genre,"Adventure,Drama,Family",-1
5686,15,Filming Locations,"Universal Studios - 100 Universal City Plaza, Universal City, California, USAA",1
5687,16,Description,"Tarzan's jungle home, and his family, Jane and Boy, are threatened by men greedy for gold.",-1
5688,2,Year,1203,1
5689,4,Director,Charles Sturridge,-1
5690,3,Release Date,E5 December 2005 (Hungary),1
5691,2,Year,1994,-1
5692,6,Actors,"gyGveaesic BJmrl  d,aaeamGnroelhtJWink,r",1
5693,5,Creator,Gary Dauberman,-1
5694,15,Filming Locations,"aNUv,eA Sda",1
5695,4,Director,George Roy Hill,-1
5696,1,Name,lArmed and Dangerous,1
5697,12,RatingCount,"9,523",-1
5698,5,Creator,Nicolas SteinerK,1
5699,8,Language,English,-1
5700,2,Year,,1
5701,0,Id,tt1231587,-1
5702,12,RatingCount,,1
5703,13,ReviewCount,"155 user,169 critic",-1
5704,3,Release Date,6 March 2015 (USA)X,1
5705,2,Year,2014,-1
5706,10,Duration,82 minr,1
5707,6,Actors,"Matthew McConaughey,Anne Hathaway,Jessica Chastain",-1
5708,0,Id,vtt0384929,1
5709,11,RatingValue,5.4,-1
5710,15,Filming Locations,,1
5711,0,Id,tt0889595,-1
5712,8,Language,Englishv,1
5713,13,ReviewCount,"20 user,11 critic",-1
5714,4,Director,xRoger Spottiswoode,1
5715,11,RatingValue,5.1,-1
5716,7,Cast,,1
5717,11,RatingValue,6.2,-1
5718,0,Id,6t157906t,1
5719,1,Name,Rambo III,-1
5720,2,Year,0241,1
5721,8,Language,English,-1
5722,5,Creator,,1
5723,7,Cast,"Woody Allen,Zero Mostel,Herschel Bernardi,Michael Murphy,Andrea Marcovicci,Remak Ramsay,Marvin Lichterman,Lloyd Gough,David Margulies,Joshua Shelley,Norman Rose,Charles Kimbrough,Josef Sommer,Danny Aiello,Georgann Johnson",-1
5724,3,Release Date,y uaA6 SJanU1r9)9( 11,1
5725,3,Release Date,14 March 1986 (USA),-1
5726,12,RatingCount,",10201",1
5727,8,Language,"English,French",-1
5728,4,Director,CWes Anderson,1
5729,13,ReviewCount,"276 user,273 critic",-1
5730,5,Creator,,1
5731,2,Year,2009,-1
5732,9,Country,sUSA,1
5733,1,Name,With a Song in My Heart,-1
5734,9,Country,,1
5735,10,Duration,150 min,-1
5736,4,Director,Ter hRadhrpoic,1
5737,4,Director,Sidney Lanfield,-1
5738,3,Release Date,zFebruary 1944 (USA),1
5739,7,Cast,"Gregory Peck,Richard Basehart,Leo Genn,James Robertson Justice,Harry Andrews,Bernard Miles,Noel Purcell,Edric Connor,Mervyn Johns,Joseph Tomelty,Francis De Wolff,Philip Stainton,Royal Dano,Seamus Kelly,Friedrich von Ledebur",-1
5740,2,Year,9115,1
5741,9,Country,USA,-1
5742,8,Language,lEsnhgi,1
5743,2,Year,2010,-1
5744,0,Id,att0373175,1
5745,8,Language,English,-1
5746,12,RatingCount,,1
5747,9,Country,USA,-1
5748,8,Language,Englishl,1
5749,3,Release Date,24 August 2001 (USA),-1
5750,12,RatingCount,,1
5751,6,Actors,"Ben Gazzara,Timothy Carey,Seymour Cassel",-1
5752,3,Release Date,6U10 (0y1 ) AJS2lu,1
5753,6,Actors,"Keira Knightley,Ralph Fiennes,Dominic Cooper",-1
5754,1,Name,CSense and Sensibility,1
5755,5,Creator,"David Nicholls,David Nicholls",-1
5756,15,Filming Locations,"Bath, Somerset, England, UKS",1
5757,16,Description,A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,-1
5758,12,RatingCount,,1
5759,1,Name,The Young Victoria,-1
5760,6,Actors,"kCarey Mulligan,Peter Sarsgaard,Alfred Molina",1
5761,11,RatingValue,7.2,-1
5762,7,Cast,"HGeorge Clooney,Shailene Woodley,Amara Miller,Nick Krause,Patricia Hastie,Grace A. Cruz,Kim Gennaula,Karen Kuioka Hironaga,Carmen Kaichi,Kaui Hart Hemmings,Beau Bridges,Matt Corboy,Matt Esecson,Michael Ontkean,Stanton Johnston",1
5763,14,Genre,"Drama,Mystery,Thriller",-1
5764,15,Filming Locations,"  iYAkUkN N SrrnCw oyext,rYoo,, eBw",1
5765,3,Release Date,7 February 1986 (USA),-1
5766,7,Cast,"gAsa Butterfield,Zac Mattoon O'Brien,Domonkos Németh,Henry Kingsmill,Vera Farmiga,Cara Horgan,Zsuzsa Holl,Amber Beattie,László Áron,David Thewlis,Richard Johnson,Sheila Hancock,Charlie Baker,Iván Verebély,Béla Fesztbaum",1
5767,16,Description,"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being sheltered by her adoptive parents.",-1
5768,11,RatingValue,.97,1
5769,3,Release Date,21 September 2012 (USA),-1
5770,1,Name,iagaMlon,1
5771,16,Description,"The life stories of the six men who raised the flag at The Battle of Iwo Jima, a turning point in WWII.",-1
5772,2,Year,2008J,1
5773,6,Actors,"Viggo Mortensen,Omar Sharif,Zuleikha Robinson",-1
5774,2,Year,X2000,1
5775,11,RatingValue,7.5,-1
5776,5,Creator," gLrKsltaoeGr ioGecaza,u",1
5777,3,Release Date,22 December 1989 (USA),-1
5778,9,Country,"UK,USA,Italyz",1
5779,3,Release Date,23 January 2009 (USA),-1
5780,15,Filming Locations,,1
5781,5,Creator,"Cecilia Contreras,Amy Garcia",-1
5782,14,Genre,,1
5783,8,Language,English,-1
5784,9,Country,,1
5785,0,Id,tt2109184,-1
5786,15,Filming Locations,"bLos Angeles, California, USA",1
5787,11,RatingValue,5.9,-1
5788,1,Name,Paranormal Activity 2H,1
5789,7,Cast,"Emily Browning,Arielle Kebbel,David Strathairn,Elizabeth Banks,Maya Massar,Kevin McNulty,Jesse Moss,Dean Paul Gibson,Don S. Davis,Lex Burnham,Matthew Bristol,Danny Bristol,Heather Doerksen,Alf Humphreys,Ryan Cowie",-1
5790,11,RatingValue,,1
5791,5,Creator,"Alexandre Aja,Grégory Levasseur",-1
5792,16,Description,"QWhen Cyrus Kriticos, a very rich collector of unique things dies, he leaves it all to his nephew and his family. All including his house, his fortune, and his malicious collection of ghosts!",1
5793,3,Release Date,6 May 2005 (USA),-1
5794,14,Genre,"irTrrelohHol,rr",1
5795,13,ReviewCount,"674 user,274 critic",-1
5796,5,Creator,"John Pogue,John Erick Dowdlen",1
5797,7,Cast,"Timothy Olyphant,Dougray Scott,Olga Kurylenko,Robert Knepper,Ulrich Thomsen,Henry Ian Cusick,Michael Offei,Christian Erickson,Eriq Ebouaney,Joe Sheridan,James Faulkner,Jean-Marc Bellu,Nicky Naudé,Abdou Sagna,Ilya Nikitenko",-1
5798,10,Duration,n9i m9,1
5799,12,RatingCount,"10,175",-1
5800,9,Country,SUSA,1
5801,16,Description,"In 1944 Poland, a Jewish shop keeper named Jakob is summoned to ghetto headquarters after being caught out near curfew. While waiting for the German Kommondant, Jakob overhears a German ...",-1
5802,10,Duration,c96 min,1
5803,11,RatingValue,6.2,-1
5804,9,Country,pUSA,1
5805,10,Duration,118 min,-1
5806,15,Filming Locations,"luudyCntleIira,D o nnb",1
5807,4,Director,Brett Eichenberger,-1
5808,8,Language,iEghlns,1
5809,10,Duration,99 min,-1
5810,10,Duration,,1
5811,15,Filming Locations,"Kirsting Court, Sierra Madre, California, USA",-1
5812,12,RatingCount,"95,427d",1
5813,3,Release Date,19 July 2013 (USA),-1
5814,8,Language,qEnglish,1
5815,14,Genre,Comedy,-1
5816,9,Country,USAF,1
5817,3,Release Date,17 May 2011 (France),-1
5818,6,Actors,"Judi Dench,Bill Nighy,Maggie Smithy",1
5819,5,Creator,,-1
5820,6,Actors,"ERita Moreno,Robert Sacchi",1
5821,11,RatingValue,5.1,-1
5822,14,Genre,"DAnimation,Family",1
5823,16,Description,A man tells his story of how he became unstuck in time and abducted by aliens.,-1
5824,12,RatingCount,,1
5825,15,Filming Locations,"Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA",-1
5826,0,Id,ptt0094746,1
5827,4,Director,Leslie H. Martinson,-1
5828,15,Filming Locations,"KM25 Motorway, London, England, UK",1
5829,3,Release Date,14 November 1936 (USA),-1
5830,3,Release Date,3 A)A10lpS3  ri(9U9,1
5831,12,RatingCount,59,-1
5832,2,Year,0412,1
5833,2,Year,2012,-1
5834,2,Year,2002,1
5835,11,RatingValue,7.3,-1
5836,14,Genre,myunraotcDe,1
5837,3,Release Date,16 August 2012 (Israel),-1
5838,14,Genre,"Crime,Drama,ThrillerE",1
5839,0,Id,tt1481572,-1
5840,11,RatingValue,j5.3,1
5841,11,RatingValue,5.6,-1
5842,5,Creator,"HAustin Bunn,Austin Bunn",1
5843,8,Language,English,-1
5844,15,Filming Locations,"1690 Altadena Drive, Altadena, California, USAP",1
5845,9,Country,USA,-1
5846,11,RatingValue,j5.7,1
5847,3,Release Date,April 2013 (USA),-1
5848,6,Actors,"Jennifer Westfeldt,Adam Scott,Maya RudolphN",1
5849,11,RatingValue,7.2,-1
5850,7,Cast,"Anton Yelchin,Robert Downey Jr.,Hope Davis,Kat Dennings,Tyler Hilton,Mark Rendall,Dylan Taylor,Megan Park,Jake Epstein,Jonathan Malen,Derek McGrath,Stephen Young,Ishan Davé,David Brown,Eric FinkJ",1
5851,16,Description,"Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park.",-1
5852,8,Language,pEnglish,1
5853,6,Actors,"Aubrey Plaza,Johnny Simmons,Bill Hader",-1
5854,0,Id,tt1307068B,1
5855,11,RatingValue,6.5,-1
5856,0,Id,ztt1742336,1
5857,11,RatingValue,4.6,-1
5858,8,Language,lgsEihn,1
5859,8,Language,English,-1
5860,7,Cast,"CAnna Kendrick,Melanie Lynskey,Mark Webber,Lena Dunham,Joe Swanberg,Jude Swanberg,Chris Swanson,Eldar Kim,Megan Mercier,Chris Renton,Kris Swanberg,Jessica Angelos,Mike Brune,Harry Burton,Tony Castro",1
5861,2,Year,2012,-1
5862,3,Release Date, UJ0Anu  7(e1)S23,1
5863,10,Duration,109 min,-1
5864,0,Id,tt2140577C,1
5865,11,RatingValue,7.3,-1
5866,10,Duration,c76 min,1
5867,13,ReviewCount,"17 user,6 critic",-1
5868,12,RatingCount,"20,558A",1
5869,5,Creator,Barry Tubb,-1
5870,12,RatingCount,x768,1
5871,2,Year,2009,-1
5872,12,RatingCount,,1
5873,7,Cast,"Bethany Orr,Mary Loveless,Wes McGee,Kristin Minter,Jill Jacobson,Sheresade Poblet,Dana L. Wilson,Robert Maffia,Saif Schexnaydre,Jules Bruff,Juan Riedinger,Braeden Baade,Allen Rueckert,Phoebe Neidhardt,Doug Locke",-1
5874,5,Creator,"FDan Berk,Robert Olsen",1
5875,11,RatingValue,5.9,-1
5876,12,RatingCount,506Q,1
5877,7,Cast,"Amy Okuda,Richard Tyson,Tina Ivlev,Bianca Malinowski,Stephanie Charles,Dustin Quick,Scott Vance,Nihan Gur,Vivan Dugré,Fiorella García,Ric Sarabia,Kristoffer Kjornes,Jenny Marrero,Keith Johnson,Lauren Foulk",-1
5878,2,Year,G2013,1
5879,7,Cast,"Mario Lopez,Christopher Gorham,Kelly Rutherford,Rainn Wilson,Jacob M Williams,Michael Capperella,Noura Jost,CJ Diehl,Sabrina D. Carter,Tyler Elliot Burke,Louis Stancil,Roman Maldonado,Madison Kaplan,Asko Ramos,Devon O'Brien",-1
5880,9,Country,SUA,1
5881,11,RatingValue,4.4,-1
5882,15,Filming Locations,"GG Israel Studios, Jerusalem, IsraelS",1
5883,4,Director,Hugh Gross,-1
5884,15,Filming Locations,NSouth Africa,1
5885,8,Language,English,-1
5886,10,Duration,01n0mi ,1
5887,10,Duration,77 min,-1
5888,16,Description,han  ier.slthhyeftn su iAeo felenhl ewbnahn n aegcdahg pdmonitioto s  al a ptd wbisleenhi s edgnhktmrib'one.s-m.i t.re,1
5889,14,Genre,"Comedy,Drama,Family",-1
5890,11,RatingValue,9.4,1
5891,16,Description,"Fairyhill Ireland is a place filled with mysteries and legends,Leprechauns and Magic. And for an American Kid like Mike Dennehy...                See full synopsis »",-1
5892,14,Genre,"FuloymdeCvrAdnem,aytie,",1
5893,6,Actors,"Jamie Renée Smith,Kevin Wixted,Saxon Trainor",-1
5894,16,Description,"Young John McGowan travels to Scotland to live at his grandfather's castle after he loses his parents in a traffic accident. At the wishing tree he conjures up a dragon friend, Yowler. They...S",1
5895,5,Creator,"Scott Carr,Jim Esposito",-1
5896,13,ReviewCount,"7 user,5 critice",1
5897,4,Director,Dan T. Hall,-1
5898,9,Country,KUSA,1
5899,13,ReviewCount,"121 user,199 critic",-1
5900,0,Id,,1
5901,12,RatingCount,"4,492",-1
5902,10,Duration,,1
5903,3,Release Date,,-1
5904,11,RatingValue,L7.0,1
5905,5,Creator,Richard Elfman,-1
5906,1,Name,M28 Days to Vegas,1
5907,12,RatingCount,690,-1
5908,10,Duration,,1
5909,3,Release Date,9 March 2007 (USA),-1
5910,5,Creator," TadhnhndGoreepA ruet,oJhrie",1
5911,11,RatingValue,7.4,-1
5912,14,Genre,"yComedy,Drama,Family",1
5913,11,RatingValue,6.4,-1
5914,7,Cast,"t Rno dGat revinnZe,yyC k ,oiiCuDDhGren Tdhae,y,GacskoH, rkrgd,lyeB yinlsa cr arbyia rErwoliC,irliMneicCevN,nnossModeocrlraxrhi,trnhetaeaaSnginahruTslWieGlil feyS,AWdr,vokni,aiufm Ot'KShnfo,ekdWDawneM, oer ed",1
5915,10,Duration,110 min,-1
5916,4,Director,terntiHgaPses ,1
5917,0,Id,tt1772261,-1
5918,5,Creator,XHarry Spalding,1
5919,11,RatingValue,6.3,-1
5920,5,Creator,,1
5921,13,ReviewCount,"268 user,123 critic",-1
5922,15,Filming Locations,"NChicago, Illinois, USA",1
5923,2,Year,1991,-1
5924,12,RatingCount,195,1
5925,10,Duration,118 min,-1
5926,2,Year,,1
5927,4,Director,Bruce Beresford,-1
5928,7,Cast,"ByeSel entreainWiBatta,rnrer en",1
5929,1,Name,Domestic Disturbance,-1
5930,1,Name,FreedomlandY,1
5931,3,Release Date,18 January 2008 (Finland),-1
5932,7,Cast,"sa atend' sea,eriy WiylhuunOeu ,rns de,JaenlMr aia boulFnui.wbPWSJrt,HIBi HG,ora erlKasg reaeiinMn,o ,no,g iIvo,mLulsaradaaxCnaatrcwheou,n,avedr,lRtdrn calAeWNeoheoniv,nstCrig hgnrinilnJOr MoDliesaydaahbtni rgM,BeMniiGtoynewNa ",1
5933,10,Duration,123 min,-1
5934,5,Creator,"CLeslie Cockburn,Andrew Cockburn",1
5935,7,Cast,"Frankie Muniz,Dallas Page,Amber Borycki,Shelley Long,David H. Lawrence XVII,Corbin Bernsen,Michael Gross,Terry Rhoads,Ashley Parker Angel,Stan Lee,Adam West,Roddy Piper,Noah Gray-Cabey,Leonard Roberts,Tony Denison",-1
5936,2,Year,1205,1
5937,6,Actors,"Bruce Campbell,Embeth Davidtz,Marcus Gilbert",-1
5938,13,ReviewCount,1 criticc,1
5939,2,Year,2014,-1
5940,8,Language,Englishe,1
5941,7,Cast,"Lindsay Burdge,Jennifer Lafleur,Aleksa Palladino,Beth Grant,Ross Partridge,Michelle Hutchison,Shirley Venard,Kaya Sakrak,Ebru Caparti,Traci Dinwiddie",-1
5942,10,Duration,,1
5943,4,Director,Philip Adrian Booth,-1
5944,4,Director,ro Jd.nn eeAsPw,1
5945,14,Genre,"Drama,Horror,Thriller",-1
5946,16,Description,"ols  sudsbe elhe e  eaefhtct inaukatfi.m  otsaa h.r dyovt .oa geemden an.ttalki h lher gn aphkoomr ekhssmtgesrleapalt o  rkdusytrdroeWii ao la,atfneS li  sme2y1 taTibdre tcSfeocara   t yeh ",1
5947,14,Genre,"Comedy,Family,Fantasy",-1
5948,0,Id,,1
5949,1,Name,Death Race 2000,-1
5950,0,Id,Ztt3704538,1
5951,7,Cast,"Bent Mejding,Asbjørn Andersen,Povl Wøldike,Ann Smyrner,Mimi Heinrich,Dirch Passer,Marlies Behrens,Carl Ottosen,Ole Wisborg,Birthe Wilke,Mogens Brandt,Kjeld Petersen,Jens Due,Mai Reimers",-1
5952,4,Director,,1
5953,6,Actors,"Bruce Willis,Spencer Breslin,Emily Mortimer",-1
5954,6,Actors,"Scarlett Johansson,Eva Mendes,Judge Reinholdy",1
5955,14,Genre,Horror,-1
5956,2,Year,2002E,1
5957,10,Duration,88 min,-1
5958,2,Year,1995R,1
5959,12,RatingCount,"17,881",-1
5960,2,Year,x2000,1
5961,12,RatingCount,"10,929",-1
5962,3,Release Date,()2Au0a3 5Mrt ia1ya0 ls,1
5963,2,Year,2003,-1
5964,5,Creator,,1
5965,11,RatingValue,6.5,-1
5966,1,Name,Double WhammyN,1
5967,16,Description,"Hopeless dweeb Elliot Richards is granted 7 wishes by the devil to snare Allison, the girl of his dreams, in exchange for his soul.",-1
5968,12,RatingCount,,1
5969,9,Country,"USA,UK",-1
5970,0,Id,xtt1186788,1
5971,8,Language,English,-1
5972,9,Country,USAx,1
5973,7,Cast,"John D. LeMay,Kari Keegan,Kane Hodder,Steven Williams,Steven Culp,Erin Gray,Rusty Schwimmer,Richard Gant,Leslie Jordan,Billy Green Bush,Kipp Marcus,Andrew Bloch,Adam Cranner,Allison Smith,Julie Michaels",-1
5974,12,RatingCount,"T18,600",1
5975,8,Language,English,-1
5976,8,Language,,1
5977,16,Description,"A visceral documentary focusing on the Slovenian collective art movement known as NSK ('Neue Slowenische Kunst') and its varied branches: 'Laibach', 'Irwin', and 'Red Pilot'.",-1
5978,9,Country,USAu,1
5979,6,Actors,"Barbara Stanwyck,Ben Lyon,Joan Blondell",-1
5980,14,Genre,,1
5981,4,Director,Archie Mayo,-1
5982,7,Cast,"Paul Muni,Josephine Hutchinson,Anita Louise,Donald Woods,Fritz Leiber,Henry O'Neill,Porter Hall,Raymond Brown,Akim Tamiroff,Halliwell Hobbes,Frank Reicher,Dickie Moore,Ruth Robinson,Walter Kingsford,Iphigenie Castiglionip",1
5983,3,Release Date,20 May 1933 (USA),-1
5984,4,Director,"Kirby Dick,Amy Zieringo",1
5985,12,RatingCount,"4,505",-1
5986,9,Country,,1
5987,0,Id,tt0905372,-1
5988,16,Description,"PThe documentary consists of tape of Don's show (never been filmed before), interviews with Don's contemporaries, (Steve Lawrence, Bob Newhart, Debbie Reynolds, etc.), established comedians ...",1
5989,5,Creator,"Harvey Fergusson,Josephine Lovett",-1
5990,0,Id,4t90030t8,1
5991,9,Country,USA,-1
5992,13,ReviewCount,,1
5993,12,RatingCount,988,-1
5994,9,Country,SUA,1
5995,5,Creator,Adam Green,-1
5996,7,Cast,"KDanielle Harris,Kane Hodder,Zach Galligan,Caroline Williams,Parry Shen,Robert Diago DoQui,Derek Mears,Cody Blue Snider,Rileah Vanderbilt,Sean Whalen,Jason Trost,Diane Ayala Goldner,John Michael Sudol,Jamal Dennis,Thomas Tah Hyde III",1
5997,1,Name,Madman,-1
5998,16,Description,DA masseur gets mixed up in the family plots at the mansion of a recently deceased Beverly Hills millionaire.,1
5999,7,Cast,"Chloë Sevigny,Jena Malone,Maya Goldsmith,Halley Wegryn Gross,Leelee Sobieski,Henry Gummer,P.J. Verhoest,Anthony Roth Costanzo,Mara Hoffman",-1
6000,2,Year,3201,1
6001,8,Language,English,-1
6002,4,Director,,1
6003,7,Cast,"Ebon Moss-Bachrach,Capone Lee,Loon,Robert Stapleton,Rashida Jones,Stephanie Raye,Damon Dash,Charlene,Chloë Sevigny,Kari Wuhrer,Jamie-Lynn Sigler,Beanie Sigel,Adam Moreno,Sale Johnson,Lorraine Bracco",-1
6004,14,Genre,"Crime,Horror,MysteryJ",1
6005,5,Creator,Craig Kovach,-1
6006,4,Director,wTony Randel,1
6007,13,ReviewCount,"6 user,5 critic",-1
6008,8,Language,,1
6009,3,Release Date,15 January 1988 (USA),-1
6010,1,Name,,1
6011,16,Description,"The population of a small, isolated countryside village believe that their alliance with the mysterious creatures that inhabit the forest around them is coming to an end.",-1
6012,5,Creator,,1
6013,14,Genre,"Drama,Sci-Fi,Thriller",-1
6014,1,Name,,1
6015,10,Duration,100 min,-1
6016,8,Language,Englishf,1
6017,10,Duration,84 min,-1
6018,12,RatingCount,Q313,1
6019,14,Genre,Documentary,-1
6020,1,Name,i lsKgHsnye rseiTTae ifr nhro,1
6021,13,ReviewCount,"21 user,65 critic",-1
6022,10,Duration,130 minO,1
6023,13,ReviewCount,"15 user,2 critic",-1
6024,12,RatingCount,C230,1
6025,14,Genre,"Comedy,Crime",-1
6026,8,Language,SEnglish,1
6027,4,Director,"Daniel Bollag,Anthony Ferro",-1
6028,16,Description,"Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.Y",1
6029,3,Release Date,9 August 1991 (USA),-1
6030,4,Director,,1
6031,3,Release Date,17 October 2014 (USA),-1
6032,15,Filming Locations,,1
6033,5,Creator,Harold P. Warren,-1
6034,11,RatingValue,,1
6035,9,Country,USA,-1
6036,7,Cast,"rtttMeWrnsAemG,SdLakJdeaP,JiCienrah,FSi,l ,ciPro hza,eocdpoe lsaysa,e cskk nv ritoh irnah,ideeeatMonBir,s,RCJ gmBumeifrhngLSrhdlLnTo'y,S eeShi,inoMid neetimetl lWde ayury asdo dbmgaTieBaos w,F rrafCuni,o",1
6037,7,Cast,"Reb Brown,John Phillip Law,James Ryan,Cameron Mitchell,Cisse Cameron,Graham Clarke,Billy Second,Rufus Swart,Arthur Hall,Norman Anstey,Rick Skidmore,Guy Pringle,Claudia Jacobs,Evan J. Klisser,Cameron Mitchell Jr.",-1
6038,1,Name,,1
6039,0,Id,tt0473024,-1
6040,6,Actors,,1
6041,16,Description,A struggling young comedian takes a menial job on a cruise ship where he hopes for his big chance to make it in the world of cruise ship comedy.,-1
6042,9,Country,AUS,1
6043,14,Genre,"Drama,Mystery,Romance",-1
6044,1,Name,,1
6045,13,ReviewCount,,-1
6046,4,Director,xTim Robbins,1
6047,6,Actors,"Kevin Spacey,Julianne Moore,Judi Dench",-1
6048,0,Id,Htt0241303,1
6049,0,Id,tt0422720,-1
6050,0,Id,tt0414055J,1
6051,10,Duration,,-1
6052,5,Creator,Earl E. SmithZ,1
6053,13,ReviewCount,"9 user,12 critic",-1
6054,16,Description,XSheriff Buford Pusser continues his one-man war against moonshiners and a ruthless crime syndicate after the murder of his wife in late 1960's Tennessee.,1
6055,10,Duration,89 min,-1
6056,11,RatingValue,L6.3,1
6057,7,Cast,"Joe Don Baker,Conny Van Dyke,Gabriel Dell,John Marley,Brock Peters,John Larch,Warren J. Kemmerling,Paul Mantee,Walter Brooke,Joshua Bryant,Hunter von Leer,Les Lannom,H.B. Haggerty,Hoke Howell,Lawrence Montaigne",-1
6058,4,Director,,1
6059,3,Release Date,22 May 2015 (USA),-1
6060,4,Director,reo DlceiMgtuhyha,1
6061,14,Genre,"Crime,Horror,Thriller",-1
6062,14,Genre,HorrorD,1
6063,1,Name,616: Paranormal Incident,-1
6064,5,Creator,"hoom oOiLriirdrnJo tb,chrbeRoa",1
6065,0,Id,tt0864331,-1
6066,4,Director,John Wesley NortonA,1
6067,7,Cast,"Katie Featherston,Micah Sloat,Mark Fredrichs,Amber Armstrong,Ashley Palmer",-1
6068,9,Country,,1
6069,13,ReviewCount,"25 user,31 critic",-1
6070,3,Release Date,1M a022hS  (Ac)05rU,1
6071,6,Actors,"Anton Yelchin,Ashley Greene,Alexandra Daddario",-1
6072,5,Creator,"llrLtrAoyi uanhuGr rGseeuF ,ru",1
6073,5,Creator,"Mike Bell,Joe Ekers",-1
6074,2,Year,y2011,1
6075,5,Creator,"Adam Marcus,Debra Sullivan",-1
6076,6,Actors,"llenni ,A,rrdo yefteJoMindea fGPiEon",1
6077,16,Description,"After hapless pianist and ex-con John Elman is framed for murder, he is resurrected by a scientist after his execution.",-1
6078,2,Year,,1
6079,8,Language,English,-1
6080,5,Creator,Y,1
6081,10,Duration,104 min,-1
6082,4,Director,,1
6083,16,Description,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",-1
6084,1,Name,tTirHh  eGli,1
6085,3,Release Date,21 July 2015 (Germany),-1
6086,6,Actors,,1
6087,11,RatingValue,2.6,-1
6088,10,Duration,,1
6089,5,Creator,Christian Grillo,-1
6090,15,Filming Locations,,1
6091,5,Creator,"Scott S. Anderson,Abraham Taylor",-1
6092,3,Release Date,22 October 2011 (USA)z,1
6093,16,Description,"Max (Dominique Purdy), Aaron (Richard Blair) and Glen (Nicholas Cooper) have a track record littered with strike-outs and misfit hook-ups. The boys embark on a mission to up their hot babe ...",-1
6094,11,RatingValue,b6.2,1
6095,11,RatingValue,4.5,-1
6096,13,ReviewCount,"216 user,86 criticT",1
6097,4,Director,Rick Famuyiwa,-1
6098,14,Genre,"iAdventure,Drama,History",1
6099,1,Name,The Ten Commandments,-1
6100,0,Id,tt0055047b,1
6101,10,Duration,171 min,-1
6102,13,ReviewCount,"67 user,42 criticL",1
6103,12,RatingCount,"19,952",-1
6104,1,Name,,1
6105,3,Release Date,28 September 1966 (USA),-1
6106,2,Year,U1952,1
6107,2,Year,1994,-1
6108,0,Id,tt1132626W,1
6109,7,Cast,"Tobin Bell,Costas Mandylor,Betsy Russell,Cary Elwes,Sean Patrick Flanery,Chad Donella,Gina Holden,Laurence Anthony,Dean Armstrong,Naomi Snieckus,Rebecca Marshall,James Van Patten,Sebastian Pigott,Jon Cor,Anne Lee Greene",-1
6110,12,RatingCount,V809,1
6111,1,Name,Saw IV,-1
6112,8,Language,"dEnglish,Spanish",1
6113,10,Duration,121 min,-1
6114,8,Language,qEnglish,1
6115,14,Genre,Western,-1
6116,15,Filming Locations,"BMexican Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",1
6117,14,Genre,Western,-1
6118,12,RatingCount,,1
6119,3,Release Date,13 February 1952 (USA),-1
6120,6,Actors,,1
6121,10,Duration,90 min,-1
6122,5,Creator,,1
6123,12,RatingCount,"20,644",-1
6124,1,Name,,1
6125,12,RatingCount,"15,604",-1
6126,11,RatingValue,G7.7,1
6127,0,Id,tt0088258,-1
6128,0,Id,tt0107623b,1
6129,0,Id,tt0096223,-1
6130,13,ReviewCount,"t17 user,14 critic",1
6131,10,Duration,96 min,-1
